label,point
639a2,"(-6, 7)"
640a1,"(17/4, 15/8)"
640a2,"(9, 25)"
640b1,"(-2, 6)"
640b2,"(1, 5)"
640g1,"(0, 2)"
640g2,"(0, 12)"
640h1,"(0, 5)"
640h2,"(5, -20)"
642c1,"(15, -80)"
644a1,"(13, 49)"
644b1,"(4, -7)"
645e1,"(51, 607)"
645f1,"(1, 7)"
646d1,"(9, -21)"
646d2,"(47, -21)"
648a1,"(-1, 4)"
648b1,"(-1, 1)"
648d1,"(-3, 9)"
649a1,"(3, 4)"
650a1,"(-11, 18)"
650a2,"(-27, 18)"
650a3,"(399, 6663)"
650a4,"(84, -667)"
650b1,"(84, 726)"
650b2,"(124, 166)"
650c1,"(5, 4)"
650g1,"(3, -1)"
650g2,"(11, 46)"
650k1,"(25, 117)"
651c1,"(11/4, 27/8)"
651c2,"(-3, 4)"
651d1,"(3, 6)"
651d2,"(-11, 19)"
651d3,"(-32, 19)"
651d4,"(-37, 140)"
654a1,"(17, 45)"
654b1,"(-3, 37)"
656a1,"(-3, 4)"
656a2,"(-1, 6)"
657c1,"(2, 4)"
657c2,"(-7, 58)"
657d1,"(-2, 5)"
657d2,"(1, 8)"
658d1,"(5, -19)"
658e1,"(117, 1285)"
658e2,"(-63, 717)"
658f1,"(3, -3)"
659a1,"(-50/9, 76/27)"
660b1,"(1, -3)"
660b2,"(-6, 22)"
660c1,"(-5, 15)"
660c2,"(-29, 66)"
660c3,"(16, 90)"
660c4,"(189/4, 1155/8)"
662a1,"(25, 115)"
663b1,"(-12, 103)"
663b2,"(35/4, 141/8)"
663b3,"(-27, 81)"
663b4,"(-20, 81)"
663b5,"(-329/4, 427/8)"
663b6,"(25, 140)"
663c1,"(-3, 3)"
663c2,"(1, -14)"
664b1,"(-1, 1)"
664c1,"(1, -1)"
665a1,"(4, -27)"
665b1,"(46/9, 67/27)"
665b2,"(-9/4, 51/8)"
665b3,"(71/4, 367/8)"
665b4,"(2, 9)"
665c1,"(0, -1)"
665d1,"(-18, 66)"
665d2,"(18757/36, 2475991/216)"
666c1,"(3, -15)"
666c2,"(21, -15)"
666d1,"(5, -9)"
666e1,"(27, 130)"
669a1,"(2, 2)"
670a1,"(31, 47)"
670b1,"(-5/4, 11/8)"
670b2,"(22, -112)"
670c1,"(3, -4)"
670d1,"(8, 12)"
672a1,"(0, 2)"
672a2,"(-3, 12)"
672b1,"(42, 294)"
672b2,"(7, 84)"
672e1,"(-1, 6)"
672e2,"(-3, 4)"
672e3,"(13, 22)"
672e4,"(1, 10)"
672f1,"(6, 12)"
672f2,"(27, 114)"
672f3,"(-7, 12)"
672f4,"(21/4, 105/8)"
674a1,"(0, 0)"
674b1,"(-1, -3)"
674b2,"(1, 5)"
674c1,"(157, 1969)"
675a1,"(5, 12)"
675a2,"(10, 12)"
675a3,"(10, -38)"
675a4,"(145, 1362)"
675b1,"(0, -2)"
675i1,"(-6, 28)"
677a1,"(0, 0)"
678a1,"(2, -2)"
678b1,"(5, -15)"
678c1,"(-7, -15)"
678c2,"(25, -175)"
680a1,"(-11, 30)"
680a2,"(2, 12)"
680a3,"(46, 170)"
680a4,"(138, 1644)"
681a1,"(4, 4)"
681e1,"(7, -5)"
682a1,"(-6, 11)"
682a2,"(0, 15)"
682a3,"(527/4, 10753/8)"
682b1,"(15, -52)"
684a1,"(4, 18)"
684b1,"(10, 27)"
684b2,"(-17, 18)"
685a1,"(2, 0)"
688a1,"(1, 1)"
688c1,"(4, 3)"
689a1,"(1, -3)"
689a2,"(-1, 7)"
690a1,"(11, 32)"
690a2,"(-23, 69)"
690e1,"(-14, 11)"
690e2,"(-4, 69)"
690e3,"(-82, 903)"
690e4,"(18, 274)"
690h1,"(9, 25)"
690h2,"(-1, 23)"
693b1,"(1, 3)"
696a1,"(6, -1)"
696c1,"(0, 3)"
696f1,"(12, 29)"
696g1,"(2, -3)"
700c1,"(1, -1)"
700d1,"(180, -2450)"
700e1,"(-26, 7)"
700e2,"(99, 882)"
700f1,"(0, 25)"
700g1,"(0, -10)"
702a1,"(5, 4)"
702b1,"(-1, 1)"
702h1,"(7/4, 151/8)"
702h2,"(-41/4, 275/8)"
702h3,"(-217/4, 227/8)"
702k1,"(-1, -12)"
702l1,"(25, 104)"
702m1,"(-29, 86)"
703b1,"(7, 18)"
704a1,"(0, 1)"
704a2,"(8, 7)"
704a3,"(267088/529, 128202697/12167)"
704b1,"(0, 1)"
704j1,"(2, 1)"
704k1,"(2, 1)"
704k2,"(2, 11)"
704k3,"(922/9, 1/27)"
704l1,"(5, 11)"
705a1,"(120, 1093)"
705b1,"(312, 5366)"
705d1,"(1, 2)"
705e1,"(3, -3)"
706a1,"(1, 1)"
706b1,"(41, 235)"
706c1,"(-5/4, 5/8)"
706c2,"(27/4, 101/8)"
706d1,"(-4, 6)"
706d2,"(-8, 6)"
710a1,"(-3, -1)"
710b1,"(-11, -75)"
710c1,"(3, -7)"
711a1,"(2, -4)"
711b1,"(4, -16)"
713a1,"(-1, 1)"
714a1,"(13, 196)"
714a2,"(49, 1519)"
714d1,"(2, -5)"
714d2,"(9, 6)"
714f1,"(-3, 10)"
714f2,"(7, 10)"
714f3,"(-19, 60)"
714f4,"(41, -18)"
715a1,"(-2, 3)"
715a2,"(3, 6)"
715b1,"(87, 812)"
718c1,"(13, -9)"
720a1,"(1, -4)"
720a2,"(1, -20)"
720e1,"(5, 16)"
720e2,"(-7, 20)"
720e3,"(-25, 2)"
720e4,"(-23, -180)"
720g1,"(7, -30)"
720g2,"(-7, 40)"
720g3,"(15, -54)"
720g4,"(73, 80)"
720h1,"(-1, 18)"
720h2,"(-1, 90)"
720h3,"(-31, 72)"
720h4,"(63, 14)"
720h5,"(-81, 22)"
720h6,"(23, 234)"
720h7,"(767, 12078)"
720h8,"(279, 3982)"
722a1,"(27444/169, 4423160/2197)"
722a2,"(1474, 55398)"
722b1,"(5, -12)"
722e1,"(93, 314)"
722e2,"(359, 6679)"
722e3,"(3247, -186456)"
722f1,"(-1, 1)"
722f2,"(7, -12)"
723a1,"(-2, 1)"
723a2,"(1, 1)"
723b1,"(2, 1)"
725a1,"(-9/4, 159/8)"
725a2,"(0, 29)"
726a1,"(-5, 8)"
726a2,"(-13, 8)"
726d1,"(3, -5)"
726e1,"(-34, 198)"
726e2,"(120, -1694)"
726e3,"(15826/25, -17666/125)"
726e4,"(582, 2431)"
726g1,"(17, 90)"
728c1,"(12, 26)"
728d1,"(5, -14)"
730f1,"(17, -1)"
730f2,"(-4, 127)"
730g1,"(-1, 1)"
730i1,"(1, -5)"
730j1,"(-7, 28)"
731a1,"(13, -5)"
732b1,"(10, -18)"
732c1,"(-5, 9)"
732c2,"(-8, 6)"
735c1,"(0, 2)"
735c2,"(9, 2)"
735e1,"(13, 40)"
735e2,"(-9, 9)"
735e3,"(74, 110)"
735e4,"(-17, 82)"
735e5,"(41, -88)"
735e6,"(4, 145)"
735e7,"(188, -88)"
735e8,"(-45, 684)"
735f1,"(-19, 52)"
737a1,"(106, 1105)"
738a1,"(1, 13)"
738d1,"(41, 101)"
738e1,"(3, -8)"
738f1,"(-7, -69)"
740b1,"(-3, 10)"
740b2,"(-2291/36, 125/216)"
740c1,"(-5, 10)"
741e1,"(7, -20)"
742a1,"(3, 2)"
742e1,"(-104/9, 41708/27)"
742e2,"(383, 365)"
742g1,"(9, 23)"
744a1,"(2, -3)"
744c1,"(8, -27)"
744f1,"(44, 279)"
744g1,"(6, -3)"
747a1,"(-4, 5)"
747a2,"(-10, 46)"
747c1,"(26, -4)"
747d1,"(0, 2)"
747e1,"(2, 3)"
749a1,"(3, 2)"
752a1,"(-1, 6)"
752a2,"(5, 8)"
753c1,"(-1, 1)"
754b1,"(60, -16)"
754c1,"(-2, 1)"
754c2,"(5, -16)"
754d1,"(14, 51)"
755a1,"(1, 1)"
755b1,"(1, 1)"
756b1,"(-3, 1)"
756b2,"(-16, 42)"
756c1,"(-4, 2)"
758a1,"(3, -10)"
759a1,"(10, 11)"
759a2,"(-22, 16)"
759b1,"(19/4, 47/8)"
759b2,"(34, 139)"
759b3,"(499/4, 7691/8)"
759b4,"(-41, 103)"
759b5,"(117555/196, -34324275/2744)"
759b6,"(112099/900, 25991797/27000)"
760d1,"(1, 5)"
760d2,"(0, 20)"
760e1,"(6, 15)"
760e2,"(-3, 30)"
760e3,"(-5, 24)"
760e4,"(35, 84)"
762c1,"(-2, 2)"
762d1,"(1, -4)"
762e1,"(6, -15)"
763a1,"(-2, 3)"
765c1,"(-4, 24)"
765c2,"(2, -24)"
768a1,"(2, 3)"
768a2,"(3, 8)"
768b1,"(1, 2)"
768b2,"(-5, 8)"
768b3,"(17, 34)"
768b4,"(260, 4097)"
768g1,"(0, 3)"
768g2,"(-3, 24)"
768h1,"(3, 6)"
768h2,"(6, 3)"
768h3,"(12, 27)"
768h4,"(21, -72)"
770d1,"(4, -30)"
770d2,"(5, 67)"
770e1,"(19, 64)"
770e2,"(-21, 21)"
770e3,"(189, 1176)"
770e4,"(-41, 192)"
770f1,"(-14, 42)"
770f2,"(-54, 370)"
770f3,"(58, 346)"
770f4,"(-96, 258)"
774d1,"(66, -609)"
774d2,"(-564, 16923)"
774e1,"(-3, 6)"
774e2,"(3, 12)"
774f1,"(-9, 52)"
774f2,"(109, 1106)"
774g1,"(-1, -9)"
775a1,"(-2, 12)"
776a1,"(1, -6)"
776a2,"(3, 12)"
777d1,"(-13/4, 65/8)"
777d2,"(2, 30)"
777d3,"(-10, 60)"
777d4,"(39, 4)"
777e1,"(43, 50)"
777e2,"(-85/4, 207/8)"
777e3,"(9, 16)"
777e4,"(47, 198)"
777f1,"(0, -2)"
777g1,"(-6, 10)"
780a1,"(5, -5)"
780a2,"(-6, 30)"
780c1,"(-3, 15)"
780c2,"(12, -78)"
781b1,"(14, 16)"
782a1,"(0, 2)"
782a2,"(-4, 13)"
784a1,"(-3, 1)"
784b1,"(0, 49)"
784h1,"(1, 8)"
784h2,"(7, 42)"
784h3,"(57, 232)"
784h4,"(743, 19662)"
784i1,"(-1, 1)"
784i2,"(-65/9, 1/27)"
784j1,"(-12, 98)"
784j2,"(44, 98)"
784j3,"(156, 2058)"
784j4,"(-124, 294)"
784j5,"(548, 8526)"
784j6,"(33604/9, 5590214/27)"
786a1,"(1, 0)"
786b1,"(10, -1)"
786c1,"(12085, 1322560)"
786g1,"(-6, 4)"
786h1,"(-3, 10)"
786j1,"(-9, 132)"
786k1,"(3, 7)"
786l1,"(0, 6)"
790a1,"(2, -5)"
790a2,"(-8, 83)"
791c1,"(-5/4, 21/8)"
791c2,"(619/9, 13898/27)"
791c3,"(-10463381/280900, 2698591693/148877000)"
791c4,"(527/4, 11447/8)"
792a1,"(-5, 8)"
792a2,"(-9, 108)"
792c1,"(-3, 6)"
792c2,"(-5, 4)"
792d1,"(-11, 18)"
792d2,"(-13, 16)"
792d3,"(286, 4698)"
792d4,"(14, 70)"
793a1,"(82/9, 497/27)"
793a2,"(34, 178)"
794b1,"(-8, 15)"
794b2,"(83/4, 711/8)"
794c1,"(1, 1)"
794d1,"(6, 3)"
794d2,"(86, 467)"
794d3,"(103405/16, -33343295/64)"
795a1,"(-2, 5)"
795a2,"(-17/4, 31/8)"
795a3,"(949/16, 23127/64)"
795a4,"(223/4, 3151/8)"
797a1,"(0, 1)"
798a1,"(0, 2)"
798a2,"(6, -6)"
798c1,"(3, 7)"
798c2,"(4, -31)"
798d1,"(-4, 12)"
798d2,"(-21, 181)"
798d3,"(78, -35)"
798d4,"(-14, 209)"
798g1,"(-9, -15)"
798g2,"(103, -1135)"
798h1,"(8, -67)"
798h2,"(-24, 93)"
799b1,"(-2, 26)"
799b2,"(23, 39)"
800a1,"(-4, 6)"
800a2,"(185/4, 2325/8)"
800a3,"(-15, 50)"
800a4,"(5, 25)"
800b1,"(2, 2)"
800c1,"(-8, 2)"
800c2,"(23, -100)"
800h1,"(-1, 2)"
800h2,"(4, 12)"
800i1,"(-8, 50)"
801c1,"(8, 13)"
801c2,"(-1, 31)"
801d1,"(6, 8)"
804b1,"(71, -486)"
804c1,"(2, -2)"
804d1,"(12, 54)"
805a1,"(181/4, 15015/8)"
806a1,"(6, 12)"
806b1,"(5, 13)"
806c1,"(12, -37)"
806d1,"(137, 1543)"
810d1,"(4, 4)"
810d2,"(14, -71)"
810h1,"(5, 7)"
810h2,"(23, -137)"
811a1,"(2, 1)"
812b1,"(-6, 14)"
813b1,"(-10, 4)"
813b2,"(-91/4, 11/8)"
813b3,"(-10750211/54756, -6403697/12812904)"
814a1,"(-2, 4)"
814a2,"(12, 12)"
814b1,"(3, -3)"
815a1,"(3, 3)"
815a2,"(38, 81)"
816a1,"(0, -12)"
816a2,"(2, -18)"
816g1,"(1, -2)"
816h1,"(-14, 18)"
816h2,"(-16, 224)"
816h3,"(146, 910)"
816h4,"(18, 462)"
816h5,"(216, 5304)"
816h6,"(-174, 1122)"
816i1,"(-1, 162)"
816j1,"(-4, 6)"
816j2,"(6, 24)"
817b1,"(-2, 924)"
819a1,"(14, 37)"
819a2,"(8, 22)"
819b1,"(-2, 2)"
819b2,"(2, -8)"
822a1,"(3, 3)"
822d1,"(3, -14)"
825a1,"(1, 5)"
825a2,"(76, 665)"
825b1,"(-7, 5)"
825b2,"(-9, 54)"
825b3,"(-33, 429)"
825b4,"(97, 964)"
825c1,"(14, 16)"
825c2,"(181/4, 3989/8)"
827a1,"(2, 0)"
828b1,"(-8, 1)"
828b2,"(-9, 54)"
828c1,"(4, 1)"
829a1,"(-1, 0)"
830b1,"(63, 48)"
830c1,"(7, -24)"
831a1,"(13, -47)"
832a1,"(3, 8)"
832b1,"(5, 8)"
832c1,"(9, 32)"
832c2,"(25, 64)"
832c3,"(649, 15872)"
832h1,"(1, 3)"
832h2,"(-2, 8)"
832i1,"(-1, 16)"
832j1,"(42, 256)"
832j2,"(42, -416)"
834c1,"(-1, -3)"
834e1,"(1, -3)"
834f1,"(35, -162)"
834g1,"(-10, 14)"
834g2,"(52, 184)"
836a1,"(8, 19)"
840a1,"(54, 368)"
840a2,"(-7, 14)"
840a3,"(33, 66)"
840a4,"(209, 3038)"
840e1,"(1, 3)"
840e2,"(-4, 10)"
840e3,"(-10, 4)"
840e4,"(14, 8)"
840f1,"(17, 51)"
840f2,"(-10, 40)"
840f3,"(-15, 30)"
840f4,"(-2, 60)"
840f5,"(493/4, 3159/8)"
840f6,"(57, 462)"
840h1,"(-5, 3)"
840h2,"(2, 18)"
840h3,"(32, 12)"
840h4,"(0, 72)"
842a1,"(-2, 1)"
842b1,"(-2, 17)"
843a1,"(0, 2)"
846b1,"(1, -5)"
846b2,"(-7, 27)"
846c1,"(-1, 41)"
846c2,"(-28, 266)"
846c3,"(-75, 125)"
846c4,"(-1, 1481)"
847b1,"(55, -424)"
847c1,"(116, 1212)"
847c2,"(-452/9, -2300/27)"
848f1,"(3, 4)"
848g1,"(6, -32)"
849a1,"(2, -6)"
850c1,"(2, 61)"
850d1,"(21, 567)"
850e1,"(4, 8)"
850k1,"(25, -138)"
850k2,"(225, -3513)"
850l1,"(5, 7)"
851a1,"(6, 11)"
854a1,"(13, 9)"
854b1,"(-15, 309)"
854b2,"(-53, 250)"
854b3,"(-31079/225, 493549/3375)"
854c1,"(-1, -4)"
854d1,"(-19, 58)"
855b1,"(2, -24)"
855b2,"(-4, -111)"
856a1,"(1, 1)"
856b1,"(4, 8)"
856c1,"(4, -2)"
856d1,"(137, 1578)"
858b1,"(-2, 35)"
858b2,"(7, 62)"
858b3,"(967/4, 28009/8)"
858b4,"(585, 12187)"
858f1,"(-9, -347)"
858g1,"(5, -9)"
861b1,"(45, 220)"
861c1,"(-5, 64)"
861d1,"(-1, -4)"
862a1,"(1, 0)"
862b1,"(4, 2)"
862e1,"(-11, 273)"
862e2,"(3127/9, 181057/27)"
862f1,"(1, -5)"
864a1,"(1, -2)"
864b1,"(4, 4)"
864c1,"(4, -12)"
864j1,"(9, 18)"
864k1,"(0, 4)"
864l1,"(0, 36)"
866a1,"(-4, 8)"
866a2,"(144, 1660)"
867a1,"(57, 433)"
867a2,"(789/4, 14735/8)"
867b1,"(0, 4)"
867b2,"(1, -18)"
867c1,"(301/36, 4805/216)"
867c2,"(255513157/367236, 2440282876849/222545016)"
869a1,"(9, 6)"
869b1,"(11, 39)"
869d1,"(-4, 81)"
870a1,"(2, -11)"
870a2,"(-7, 16)"
870a3,"(-37, 21)"
870a4,"(17, 79)"
870b1,"(-61, 78)"
870b2,"(-70, 78)"
870b3,"(-389/4, 595/8)"
870b4,"(-2049389/4900, 71990549/343000)"
870c1,"(-8, 8)"
870c2,"(-2, 8)"
870c3,"(-117/4, 119/8)"
870c4,"(267/4, 2039/8)"
870e1,"(-1, 2)"
870e2,"(-7, 4)"
870f1,"(17, 41)"
870f2,"(113, 1193)"
872a1,"(0, -4)"
873b1,"(275/4, 3289/8)"
873b2,"(14601/64, 1675471/512)"
873b3,"(-70, 503)"
873b4,"(3623/4, 214627/8)"
873c1,"(227473/256, 106817593/4096)"
873d1,"(1, -5)"
874c1,"(3, -1)"
874d1,"(-2, 2)"
874e1,"(-77/4, 441/8)"
874e2,"(-9623549/44100, 1005550321/9261000)"
876a1,"(128, 1)"
876b1,"(5, 6)"
880a1,"(3, 6)"
880a2,"(1, 4)"
880c1,"(103, 660)"
880c2,"(137, 1320)"
880c3,"(97, -440)"
880c4,"(83, 290)"
880d1,"(-3, 20)"
880f1,"(8, 16)"
880f2,"(16, 88)"
880g1,"(26, 160)"
880g2,"(178, 8)"
880h1,"(-2, 2)"
880h2,"(15, 50)"
882a1,"(99/4, 1077/8)"
882a2,"(37, -680)"
882d1,"(3, 3)"
882d2,"(45, 99)"
882e1,"(9, -225)"
882e2,"(-33, 2001)"
882e3,"(-96, 2253)"
882e4,"(444, -249)"
882e5,"(-339, 552)"
882e6,"(247, 8084)"
882g1,"(-1, -6)"
882g2,"(13, -34)"
882h1,"(51, -404)"
882h2,"(-75, 541)"
885b1,"(58, 411)"
885b2,"(-17/4, 47/8)"
885b3,"(63/4, 67/8)"
885b4,"(18, 81)"
885c1,"(-2, 1)"
885d1,"(-19, 22)"
885d2,"(-323/4, 17/8)"
886a1,"(2, 0)"
886b1,"(20, -10)"
886d1,"(281, -77)"
886e1,"(1, -3)"
888b1,"(-6, 6)"
888b2,"(36, 168)"
888b3,"(147, 1386)"
888b4,"(141/4, 1365/8)"
888c1,"(5, 7)"
888c2,"(-8, 2)"
890a1,"(0, 1)"
890a2,"(5, -1)"
890b1,"(-2, 3)"
890b2,"(-6, 3)"
890d1,"(2, -1)"
890e1,"(-20, 12)"
890e2,"(69, -535)"
890f1,"(5, 13)"
890g1,"(-5, 3)"
890g2,"(1915/36, 12823/216)"
891a1,"(2, -7)"
892b1,"(-16, 10)"
892b2,"(-27/4, 223/8)"
892c1,"(-2, 2)"
894a1,"(81, 0)"
894b1,"(-5, 3)"
894d1,"(-2, -1)"
894e1,"(33, 127)"
894f1,"(3, -1)"
894g1,"(2, -19)"
895a1,"(1, 0)"
896a1,"(6, 12)"
896a2,"(-3, 7)"
896b1,"(-2, 2)"
896b2,"(28, 144)"
896d1,"(3, 3)"
896d2,"(-2, 4)"
897c1,"(6, 7)"
897c2,"(-2, 5)"
897c3,"(-57/4, 375/8)"
897c4,"(4, 17)"
897d1,"(6725/16, 520389/64)"
897d2,"(-627, 6631)"
897e1,"(-54, 1431)"
897e2,"(249, -2367)"
897e3,"(-99, 9936)"
897e4,"(1302, -261)"
897f1,"(3, 3)"
897f2,"(-5, 4)"
898a1,"(8, -4)"
898d1,"(-1, 1)"
899a1,"(-1, 1)"
900c1,"(-4, 6)"
900c2,"(21, 81)"
900d1,"(16, 54)"
900d2,"(61, 9)"
900e1,"(-10, -25)"
900e2,"(35, -250)"
900e3,"(35, -250)"
900e4,"(70, 450)"
901a1,"(-4, 8)"
901a2,"(49, 326)"
901b1,"(90, 106)"
901b2,"(757/9, 265/27)"
901e1,"(-23/4, -905/8)"
901f1,"(-1, 0)"
902a1,"(5, 253)"
903a1,"(4, 10)"
904a1,"(2, 4)"
904a2,"(10, 36)"
905a1,"(-1/4, 43/8)"
905a2,"(6, 12)"
906a1,"(394/9, 3505/27)"
906b1,"(-3, 2)"
906c1,"(-1, 3)"
906c2,"(35, 102)"
906c3,"(12697/9, 1391501/27)"
906d1,"(12, 85)"
906d2,"(-22, 237)"
906g1,"(-3, 2)"
906h1,"(-8, 40)"
909c1,"(-1, 4)"
910b1,"(6, 14)"
910b2,"(58, 408)"
910c1,"(-16, 40)"
910c2,"(-6, 48)"
910c3,"(-14, 31)"
910c4,"(-70, 38)"
910d1,"(-3, 4)"
910d2,"(11, 32)"
910f1,"(-175, 1751)"
910f2,"(-119, 2087)"
910g1,"(5, 2)"
910h1,"(9, 65)"
910k1,"(10, 35)"
910k2,"(-46, -77)"
912a1,"(12, 27)"
912f1,"(36, 243)"
912f2,"(156, 57)"
912g1,"(-4, 8)"
912g2,"(-6, 6)"
912g3,"(58, 270)"
912g4,"(18, 78)"
912h1,"(20, -18)"
912h2,"(-18, 216)"
912i1,"(3, -6)"
914a1,"(-1, 2)"
914a2,"(1013, 31712)"
915b1,"(0, 12)"
915b2,"(-1/4, 91/8)"
915b3,"(-12, 16)"
915b4,"(79/4, 811/8)"
915d1,"(-1, 8)"
915d2,"(-15, 45)"
916d1,"(8, 14)"
916d2,"(60, 458)"
916e1,"(-1, 1)"
918a1,"(92, -38)"
918b1,"(9, 21)"
918c1,"(53, 285)"
918e1,"(1, 0)"
918e2,"(-5, 12)"
918f1,"(4, 12)"
918f2,"(46, -311)"
918h1,"(5, -9)"
918i1,"(-5/4, 37/8)"
918i2,"(155/4, 1541/8)"
918j1,"(17, -145)"
918j2,"(287, 4769)"
920a1,"(302, 5290)"
920b1,"(7, -5)"
920c1,"(2, 5)"
920d1,"(4, 5)"
921b1,"(-5, 7)"
921b2,"(85/4, -925/8)"
924b1,"(24, 121)"
924c1,"(3, 7)"
924e1,"(2, -3)"
924h1,"(-142, 693)"
924h2,"(-55, 1029)"
925a1,"(3, 12)"
925b1,"(2, 12)"
925b2,"(-13, 12)"
925b3,"(-15078/121, -653/1331)"
927a1,"(12, 21)"
928a1,"(3, 4)"
928b1,"(1, -4)"
930a1,"(-7, 10)"
930a2,"(-19, 77)"
930a3,"(47, -19)"
930a4,"(-11, 93)"
930d1,"(-13, 394)"
930d2,"(68, -634)"
930e1,"(0, -3)"
930e2,"(-5, 18)"
930h1,"(19, -130)"
930h2,"(-25, -138)"
930m1,"(1, 8)"
930m2,"(-7, 34)"
933a1,"(-1, 0)"
933b1,"(-12, 4)"
934a1,"(0, 0)"
935a1,"(2, 2)"
936a1,"(2, 6)"
936a2,"(-1, 12)"
936e1,"(-4, 9)"
936e2,"(2, 54)"
936e3,"(-97, 252)"
936e4,"(-9, 104)"
936g1,"(2, -9)"
936g2,"(5, -54)"
936h1,"(-2, 9)"
936h2,"(1, 18)"
938a1,"(-1, 1)"
938b1,"(3, -114)"
938b2,"(-28, 871)"
938c1,"(-5, 9)"
939a1,"(29, 66)"
939b1,"(-5/4, 7/8)"
939b2,"(43/4, 247/8)"
939c1,"(1, -5)"
940c1,"(-85, 470)"
940c2,"(-1061/9, 9890/27)"
940d1,"(2, 2)"
942c1,"(-28, 122)"
942d1,"(4, 1)"
944a1,"(2, 4)"
944b1,"(10, 4)"
944c1,"(2, 4)"
944h1,"(66, 512)"
944h2,"(146, 1888)"
944i1,"(6, -16)"
944j1,"(4, 2)"
944j2,"(24, 118)"
944k1,"(2, 8)"
946b1,"(5, 11)"
946b2,"(51, 318)"
950a1,"(2, -14)"
950a2,"(52, 111)"
950e1,"(15, 17)"
950e2,"(95, 902)"
950e3,"(105, 747)"
954a1,"(13, 7)"
954d1,"(11, 35)"
954e1,"(166, 1965)"
954e2,"(310, 957)"
954f1,"(3, 3)"
954f2,"(-3, 33)"
954h1,"(-1, -6)"
954i1,"(11, 3)"
954j1,"(11, 102)"
960a1,"(3, 6)"
960a2,"(-1, 12)"
960a3,"(-5, 4)"
960a4,"(16, 7)"
960b1,"(1, 12)"
960b2,"(-7, 16)"
960b3,"(-16, 7)"
960b4,"(3, 36)"
960b5,"(131, 28)"
960b6,"(80, 679)"
960h1,"(21, 30)"
960h2,"(10, -45)"
960h3,"(-29, 120)"
960h4,"(-25, 120)"
960k1,"(7, 14)"
960k2,"(-3, 8)"
960k3,"(-8, 3)"
960k4,"(3, 20)"
960l1,"(11, 24)"
960l2,"(-6, 15)"
960l3,"(-1, 96)"
960l4,"(7, 48)"
960l5,"(47, 240)"
960l6,"(5, 132)"
960m1,"(1, 6)"
960m2,"(-1, -24)"
960m3,"(-9, 24)"
960m4,"(26, 9)"
966a1,"(11, -109)"
966a2,"(-63, 203)"
966c1,"(-121, 992)"
966c2,"(285, -55)"
966d1,"(2, -8)"
966d2,"(-3, -9)"
966e1,"(-2, 11)"
966e2,"(4, 32)"
966g1,"(-5, 23)"
966g2,"(-31, 155)"
966g3,"(-45, 127)"
966g4,"(-135, 991)"
966g5,"(-1463/9, 2371/27)"
966g6,"(117, 1261)"
968a1,"(7, 22)"
968d1,"(3, 4)"
968e1,"(44, -242)"
972c1,"(-2, 1)"
972c2,"(7, 10)"
972d1,"(-3, 3)"
972d2,"(13, 35)"
973b1,"(74/25, 2682/125)"
973b2,"(-9, 45)"
973b3,"(-62, 3)"
974e1,"(1, 0)"
974f1,"(3, 6)"
974g1,"(1, 0)"
974h1,"(-1, 8)"
975a1,"(95/4, 355/8)"
975a2,"(-60, 130)"
975a3,"(-321/4, 959/8)"
975a4,"(-635/16, 9295/64)"
975a5,"(-878361/3364, 23297087/195112)"
975a6,"(250, 4000)"
975a7,"(47745136965/7203856, 9934123193216195/19335149504)"
975a8,"(7765202319/12517444, -407710071627253/44286716872)"
975b1,"(7, 12)"
975f1,"(-8, 62)"
975h1,"(13, -46)"
975i1,"(273, -4388)"
975j1,"(3, 7)"
975k1,"(-3, -6)"
976c1,"(2, 2)"
978e1,"(0, -2)"
978f1,"(-1, -24)"
978g1,"(-6, 30)"
979b1,"(1514, 57983)"
979b2,"(17079/100, 1283247/1000)"
980c1,"(2, 7)"
980d1,"(-9, -98)"
980d2,"(96, 343)"
981a1,"(0, 9)"
981b1,"(4, 2)"
982a1,"(5, 5)"
984c1,"(-13, 82)"
984d1,"(1, -6)"
985b1,"(1, 2)"
986b1,"(126, 481)"
986c1,"(-1, 44)"
986c2,"(-32/9, 2020/27)"
986d1,"(6, 14)"
986e1,"(80, -881)"
986f1,"(-1, 4)"
987e1,"(-3, 72)"
987e2,"(0, 282)"
988b1,"(18309, 2476099)"
988c1,"(8, 26)"
990a1,"(0, -5)"
990a2,"(3, -14)"
990e1,"(15, 51)"
990e2,"(-15, 30)"
990e3,"(-59, 30)"
990e4,"(-32, 291)"
990e5,"(111, -6)"
990e6,"(-27, 261)"
990h1,"(793, 19853)"
990h2,"(1027, 30671)"
990h3,"(-35, 97)"
990h4,"(13, 193)"
990j1,"(-13, 42)"
990j2,"(-19, 36)"
990j3,"(-69, 36)"
990j4,"(47, 300)"
994a1,"(-1, 2)"
994d1,"(65, 503)"
994d2,"(591, 14040)"
994f1,"(-1, 1)"
994f2,"(-9, 25)"
994f3,"(63/4, 367/8)"
994f4,"(-7, 27)"
994g1,"(-16, 42)"
994g2,"(-46, 366)"
994g3,"(318, 3156)"
994g4,"(-130, 170)"
995b1,"(-11/4, 51/8)"
995b2,"(62, 497)"
996b1,"(20, 54)"
996c1,"(-4, 6)"
996c2,"(11, 42)"
997a1,"(3, 0)"
999a1,"(32, 156)"
999b1,"(2, -1)"
1001a1,"(61, 181)"
1002c1,"(32, -30)"
1002d1,"(6, 10)"
